return,volatility,sharpe_ratio,weights
0.28974738385663706,0.3137181063098508,0.8598400233559198,"{'AAPL': np.float64(0.5999999999999999), 'MSFT': np.float64(2.4781276306314753e-17), 'GOOGL': np.float64(0.0), 'AMZN': np.float64(0.40000000000000013)}"
