return,volatility,sharpe_ratio,weights
0.271562760622646,0.303103657392913,0.8299562030574424,"{'AAPL': np.float64(0.3477383336702681), 'MSFT': np.float64(0.0), 'GOOGL': np.float64(0.3039577721770753), 'AMZN': np.float64(0.3483038941526568)}"
