return,volatility,sharpe_ratio,weights
0.25919578389140835,0.3007600102944547,0.7953044809954196,"{'AAPL': np.float64(0.3008507456882015), 'MSFT': np.float64(0.1399417182086057), 'GOOGL': np.float64(0.28229915714418297), 'AMZN': np.float64(0.2769083789590097)}"
