return,volatility,sharpe_ratio,weights
0.2715627606223768,0.30310365739288353,0.829956203056635,"{'AAPL': np.float64(0.34773833366775875), 'MSFT': np.float64(8.151669860560438e-17), 'GOOGL': np.float64(0.30395777218227293), 'AMZN': np.float64(0.34830389414996826)}"
