alpha,beta,tracking_error,information_ratio,active_return,up_capture_ratio,down_capture_ratio,batting_average
0.09504429125679165,1.1523692169860753,0.1851604257917206,0.6095370777895956,0.11286214485936265,1.2675098482224423,1.1973922689723921,0.5114427860696518
