strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,total_transaction_cost
Optimized Max Sharpe Portfolio,1.2370054605748235,0.2237077389714437,0.3179381380565313,0.6407150152436989,-0.3933362877689044,0.0011630107937929185
Benchmark (SPY),0.5699832155417563,0.1197470905062874,0.22627042542425577,0.4408313208377196,-0.33717264821380677,0.0
