confidence_level,historical_var,parametric_var,historical_cvar,parametric_cvar
0.95,-0.03035300090937675,-0.03195221750255161,-0.044972840731902115,-0.04032119315546553
0.99,-0.05499295955858019,-0.04560133430286589,-0.06947615836051288,-0.052388224082444146
