Ticker,weight,marginal_risk_contribution,component_risk_contribution,percentage_risk_contribution
AMZN,0.3483036525278025,0.3330979909369704,0.11601924689301964,0.37719943963969393
AAPL,0.3477385813216831,0.29373009150875157,0.10214128531274143,0.33207969036008456
GOOGL,0.30395776615051456,0.29418597789888346,0.08942011267494926,0.2907208700002214
MSFT,0.0,0.2742120416663023,0.0,0.0
