test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown,test_final_value
0.36986281033600377,0.30144949416594,0.24872751877251686,1.1315575194691274,-0.19829496041659678,1.3643455174065522
