max_drawdown,average_drawdown,max_drawdown_duration_days,hhi,effective_number_of_positions,max_position_weight,downside_deviation,sortino_ratio,tail_ratio,tail_volatility,historical_var_95,parametric_var_95,historical_cvar_95,parametric_cvar_95,historical_var_99,parametric_var_99,historical_cvar_99,parametric_cvar_99,worst_stress_test_return,worst_stress_test_day
-0.3933362877689044,-0.11948274016196801,484,0.52,1.923076923076923,0.6,0.020303876041219526,0.7140233296011415,1.0388841335882557,0.014999595413940124,-0.03035300090937675,-0.03195221750255161,-0.044972840731902115,-0.04032119315546553,-0.05499295955858019,-0.04560133430286589,-0.06947615836051288,-0.052388224082444146,-0.27289402762308657,-0.09992719562683326
