train_start_date,train_end_date,test_start_date,test_end_date,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown,test_final_value,AAPL_weight,MSFT_weight,GOOGL_weight,AMZN_weight
2020-01-02,2022-10-17,2022-10-18,2023-12-29,0.36986281033600377,0.30144949416594,0.24872751877251686,1.1315575194691274,-0.19829496041659678,1.3643455174065522,0.6,0.0,0.23053938561927276,0.1694606143807273
