number_of_windows,average_test_return,average_test_volatility,average_test_sharpe,average_test_drawdown,best_window_return,worst_window_return
1,-0.33653397512511096,0.35228447822166387,-1.0120626856025523,-0.35370174669704646,-0.33545291569271385,-0.33545291569271385
