number_of_tests,average_sharpe_ratio,minimum_sharpe_ratio,maximum_sharpe_ratio,average_total_return,minimum_total_return,maximum_total_return,average_max_drawdown
12,0.6408730042588605,0.5539351342436297,0.7359301960410571,1.2128927266393712,1.1514367876449216,1.3097939012544941,-0.39888258898937085
