alpha,beta,tracking_error,information_ratio,active_return,up_capture_ratio,down_capture_ratio,batting_average
0.09504434045086319,1.152368413507904,0.18516032260285475,0.6095371986615047,0.11286210434260457,1.2675089883045498,1.1973914231471074,0.5114427860696518
