train_start_date,train_end_date,test_start_date,test_end_date,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown,test_final_value,AAPL_weight,MSFT_weight,GOOGL_weight,AMZN_weight
2020-01-02,2022-10-17,2022-10-18,2023-12-29,0.3698628370917272,0.30144951544737864,0.24872767486385308,1.131556894911017,-0.1982953530619337,1.3643454555853753,0.5999999999999999,0.0,0.2305380848972319,0.1694619151027684
