test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown,test_final_value
0.3698628370917272,0.30144951544737864,0.24872767486385308,1.131556894911017,-0.1982953530619337,1.3643454555853753
