ticker,forecast_return,realized_return,forecast_error,absolute_forecast_error,squared_forecast_error,correct_direction
AAPL,0.21475667786391317,0.1260066910121147,0.08874998685179847,0.08874998685179847,0.007876560166194401,True
AMZN,0.3227764600220453,0.19524857739583057,0.12752788262621473,0.12752788262621473,0.0162633608471256,True
GOOGL,0.2714002635283819,0.06747686239024686,0.20392340113813506,0.20392340113813506,0.04158475353174475,True
MSFT,0.2928721163207704,0.1933593530173836,0.09951276330338682,0.09951276330338682,0.00990279006027589,True
