max_drawdown,average_drawdown,max_drawdown_duration_days,hhi,effective_number_of_positions,max_position_weight,downside_deviation,sortino_ratio,tail_ratio,tail_volatility,historical_var_95,parametric_var_95,historical_cvar_95,parametric_cvar_95,historical_var_99,parametric_var_99,historical_cvar_99,parametric_cvar_99,worst_stress_test_return,worst_stress_test_day
-0.3933362855965561,-0.11948272063026773,484,0.5199999999999999,1.9230769230769234,0.5999999999999999,0.020303884653780274,0.7140230673649555,1.0388907093206843,0.0149996451936407,-0.030353045965514535,-0.0319522288200574,-0.04497283412459946,-0.04032120736082134,-0.054993040892277974,-0.045601350330219566,-0.06947625040591983,-0.0523882424517236,-0.2728940250904469,-0.09992719476320629
