date,market_regime,daily_return,cumulative_value,drawdown,rolling_return,rolling_volatility
2023-12-29,Bull / Low Volatility,-0.007038228049844284,2.213094152296179,-0.018209371155142873,0.15361601159854987,0.18839478380770278
