market_regime,days,average_daily_return,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
Crisis,248,-0.0016092741561499677,-0.37188931443719275,-0.37658291396152155,0.3651462727338322,-1.086093282542157,-0.5235693953888578
