market_regime,days,average_daily_return,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
Bear / High Volatility,93,0.003925130879765998,0.413717317157563,1.5552540303604814,0.3173106104628372,4.838331841854016,-0.08753259277622039
